date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2022-07-12,Zambia,Botswana,1,1,COSAFA Cup,KwaMashu,South Africa,TRUE
2022-07-13,South Africa,Mozambique,0,0,COSAFA Cup,KwaMashu,South Africa,FALSE
2022-07-13,Senegal,Eswatini,1,1,COSAFA Cup,KwaMashu,South Africa,TRUE
2022-07-15,South Africa,Madagascar,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,FALSE
2022-07-15,Botswana,Eswatini,2,0,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,TRUE
2022-07-15,Namibia,Mozambique,1,0,COSAFA Cup,Durban,South Africa,TRUE
2022-07-15,Zambia,Senegal,4,3,COSAFA Cup,Durban,South Africa,TRUE
2022-07-16,Elba Island,Raetia,5,0,Friendly,Capoliveri,Italy,FALSE
2022-07-17,South Africa,Botswana,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,FALSE
2022-07-17,Mozambique,Senegal,1,1,COSAFA Cup,Moses Mabhida Stadium,South Africa,TRUE
2022-07-17,Namibia,Zambia,0,1,COSAFA Cup,Moses Mabhida Stadium,South Africa,TRUE
2022-07-19,Japan,Hong Kong,6,0,EAFF Championship,Kashima,Japan,FALSE
2022-07-20,China PR,South Korea,0,3,EAFF Championship,Toyota,Japan,TRUE
2022-07-24,South Korea,Hong Kong,3,0,EAFF Championship,Toyota,Japan,TRUE
2022-07-24,Japan,China PR,0,0,EAFF Championship,Toyota,Japan,FALSE
2022-07-27,China PR,Hong Kong,1,0,EAFF Championship,Toyota,Japan,TRUE
2022-07-27,Japan,South Korea,3,0,EAFF Championship,Toyota,Japan,FALSE
2022-08-07,Raetia,Tibet,3,3,Friendly,Chur,Switzerland,FALSE
2022-08-31,Mexico,Paraguay,0,1,Friendly,Atlanta,United States,TRUE
2022-09-17,Fiji,New Caledonia,1,0,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
2022-09-21,Solomon Islands,New Caledonia,1,0,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
2022-09-21,Brunei,Maldives,0,3,Friendly,Bandar Seri Begawan,Brunei,TRUE
2022-09-21,Hong Kong,Myanmar,2,0,Friendly,Hong Kong,Hong Kong,FALSE
2022-09-21,Libya,Uganda,0,0,Friendly,Benghazi,Libya,FALSE
2022-09-21,San Marino,Seychelles,0,0,Friendly,Serravalle,San Marino,FALSE
2022-09-21,Vietnam,Singapore,4,0,Friendly,Ho Chi Minh City,Vietnam,FALSE
2022-09-21,Scotland,Ukraine,3,0,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-22,Australia,New Zealand,1,0,Friendly,Brisbane,Australia,FALSE
2022-09-22,Cambodia,Bangladesh,0,1,Friendly,Phnom Penh,Cambodia,FALSE
2022-09-22,Comoros,Tunisia,0,1,Friendly,Orléans,France,TRUE
2022-09-22,Iceland,Venezuela,1,0,Friendly,Maria Enzersdorf,Austria,TRUE
2022-09-22,Suriname,Nicaragua,2,1,Friendly,Almere,Netherlands,TRUE
2022-09-22,Thailand,Malaysia,1,1,King's Cup,Chiang Mai,Thailand,FALSE
2022-09-22,Trinidad and Tobago,Tajikistan,1,2,King's Cup,Chiang Mai,Thailand,TRUE
2022-09-22,Croatia,Denmark,2,1,UEFA Nations League,Zagreb,Croatia,FALSE
2022-09-22,France,Austria,2,0,UEFA Nations League,Paris,France,FALSE
2022-09-22,Belgium,Wales,2,1,UEFA Nations League,Brussels,Belgium,FALSE
2022-09-22,Poland,Netherlands,0,2,UEFA Nations League,Warsaw,Poland,FALSE
2022-09-22,Lithuania,Faroe Islands,1,1,UEFA Nations League,Vilnius,Lithuania,FALSE
2022-09-22,Turkey,Luxembourg,3,3,UEFA Nations League,Istanbul,Turkey,FALSE
2022-09-22,Kazakhstan,Belarus,2,1,UEFA Nations League,Astana,Kazakhstan,FALSE
2022-09-22,Slovakia,Azerbaijan,1,2,UEFA Nations League,Trnava,Slovakia,FALSE
2022-09-22,Latvia,Moldova,1,2,UEFA Nations League,Riga,Latvia,FALSE
2022-09-22,Liechtenstein,Andorra,0,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
2022-09-23,Japan,United States,2,0,Kirin Challenge Cup,Düsseldorf,Germany,TRUE
2022-09-23,Algeria,Guinea,1,0,Friendly,Oran,Algeria,FALSE
2022-09-23,Argentina,Honduras,3,0,Friendly,Miami Gardens,United States,TRUE
2022-09-23,Bahrain,Cape Verde,1,2,Friendly,Riffa,Bahrain,FALSE
2022-09-23,Brazil,Ghana,3,0,Friendly,Le Havre,France,TRUE
2022-09-23,Cameroon,Uzbekistan,0,2,Friendly,Goyang,South Korea,TRUE
2022-09-23,Canada,Qatar,2,0,Friendly,Vienna,Austria,TRUE
2022-09-23,DR Congo,Burkina Faso,0,1,Friendly,Casablanca,Morocco,TRUE
2022-09-23,Egypt,Niger,3,0,Friendly,Alexandria,Egypt,FALSE
2022-09-23,Iran,Uruguay,1,0,Friendly,Sankt Pölten,Austria,TRUE
2022-09-23,Iraq,Oman,1,1,Jordan International Tournament,Amman,Jordan,TRUE
2022-09-23,Jordan,Syria,2,0,Jordan International Tournament,Amman,Jordan,FALSE
2022-09-23,South Korea,Costa Rica,2,2,Friendly,Goyang,South Korea,FALSE
2022-09-23,Mali,Zambia,1,0,Friendly,Bamako,Mali,FALSE
2022-09-23,Morocco,Chile,2,0,Friendly,Barcelona,Spain,TRUE
2022-09-23,Paraguay,United Arab Emirates,1,0,Friendly,Wiener Neustadt,Austria,TRUE
2022-09-23,Rwanda,Equatorial Guinea,0,0,Friendly,Berrechid,Egypt,TRUE
2022-09-23,Saudi Arabia,Ecuador,0,0,Friendly,Murcia,Spain,TRUE
2022-09-23,Germany,Hungary,0,1,UEFA Nations League,Leipzig,Germany,FALSE
2022-09-23,Italy,England,1,0,UEFA Nations League,Milan,Italy,FALSE
2022-09-23,Bosnia and Herzegovina,Montenegro,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,FALSE
2022-09-23,Finland,Romania,1,1,UEFA Nations League,Helsinki,Finland,FALSE
2022-09-23,Georgia,North Macedonia,2,0,UEFA Nations League,Tbilisi,Georgia,FALSE
2022-09-23,Bulgaria,Gibraltar,5,1,UEFA Nations League,Razgrad,Bulgaria,FALSE
2022-09-23,Estonia,Malta,2,1,UEFA Nations League,Tallinn,Estonia,FALSE
2022-09-24,Bolivia,Senegal,0,2,Friendly,Orléans,France,TRUE
2022-09-24,Colombia,Guatemala,4,1,Friendly,Harrison,United States,TRUE
2022-09-24,Fiji,Solomon Islands,2,2,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
2022-09-24,Grenada,Saint Vincent and the Grenadines,1,3,Friendly,Carriacou,Grenada,FALSE
2022-09-24,Hong Kong,Myanmar,0,0,Friendly,Hong Kong,Hong Kong,FALSE
2022-09-24,India,Singapore,1,1,Friendly,Ho Chi Minh City,Vietnam,TRUE
2022-09-24,Indonesia,Curaçao,3,2,Friendly,Bandung,Indonesia,FALSE
2022-09-24,Ivory Coast,Togo,2,1,Friendly,Rouen,France,TRUE
2022-09-24,Laos,Maldives,1,3,Friendly,Bandar Seri Begawan,Brunei,TRUE
2022-09-24,Madagascar,Congo,3,3,Friendly,Mohammedia,Morocco,TRUE
2022-09-24,Mauritania,Benin,1,0,Friendly,Mohammedia,Morocco,TRUE
2022-09-24,Mexico,Peru,1,0,Friendly,Pasadena,United States,TRUE
2022-09-24,South Africa,Sierra Leone,4,0,Friendly,Johannesburg,South Africa,FALSE
2022-09-24,Tanzania,Uganda,1,0,Friendly,Benghazi,Libya,TRUE
2022-09-24,Kyrgyzstan,Russia,1,2,Friendly,Bishkek,Kyrgyzstan,FALSE
2022-09-24,Vanuatu,Papua New Guinea,0,1,MSG Prime Minister's Cup,Port Vila,Vanuatu,FALSE
2022-09-24,Czech Republic,Portugal,0,4,UEFA Nations League,Prague,Czech Republic,FALSE
2022-09-24,Spain,Switzerland,1,2,UEFA Nations League,Zaragoza,Spain,FALSE
2022-09-24,Armenia,Ukraine,0,5,UEFA Nations League,Yerevan,Armenia,FALSE
2022-09-24,Scotland,Republic of Ireland,2,1,UEFA Nations League,Glasgow,Scotland,FALSE
2022-09-24,Israel,Albania,2,1,UEFA Nations League,Tel Aviv,Israel,FALSE
2022-09-24,Slovenia,Norway,2,1,UEFA Nations League,Ljubljana,Slovenia,FALSE
2022-09-24,Serbia,Sweden,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
2022-09-24,Northern Ireland,Kosovo,2,1,UEFA Nations League,Belfast,Northern Ireland,FALSE
2022-09-24,Cyprus,Greece,1,0,UEFA Nations League,Larnaca,Cyprus,FALSE
2022-09-25,Thailand,Trinidad and Tobago,2,1,King's Cup,Chiang Mai,Thailand,FALSE
2022-09-25,Malaysia,Tajikistan,0,0,King's Cup,Chiang Mai,Thailand,TRUE
2022-09-25,New Zealand,Australia,0,2,Friendly,Auckland,New Zealand,FALSE
2022-09-25,Niger,Liberia,0,0,Friendly,Cairo,Egypt,TRUE
2022-09-25,Austria,Croatia,1,3,UEFA Nations League,Vienna,Austria,FALSE
2022-09-25,Denmark,France,2,0,UEFA Nations League,Copenhagen,Denmark,FALSE
2022-09-25,Wales,Poland,0,1,UEFA Nations League,Cardiff,Wales,FALSE
2022-09-25,Netherlands,Belgium,1,0,UEFA Nations League,Amsterdam,Netherlands,FALSE
2022-09-25,Faroe Islands,Turkey,2,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
2022-09-25,Luxembourg,Lithuania,1,0,UEFA Nations League,Luxembourg,Luxembourg,FALSE
2022-09-25,Slovakia,Belarus,1,1,UEFA Nations League,Bačka Topola,Serbia,TRUE
2022-09-25,Azerbaijan,Kazakhstan,3,0,UEFA Nations League,Baku,Azerbaijan,FALSE
2022-09-25,Andorra,Latvia,1,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE
2022-09-25,Moldova,Liechtenstein,2,0,UEFA Nations League,Chișinău,Moldova,FALSE
2022-09-26,Ethiopia,Sudan,2,2,Friendly,Addis Ababa,Ethiopia,FALSE
2022-09-26,Iraq,Syria,1,0,Jordan International Tournament,Amman,Jordan,TRUE
2022-09-26,Jordan,Oman,1,0,Jordan International Tournament,Amman,Jordan,FALSE
2022-09-26,England,Germany,3,3,UEFA Nations League,London,England,FALSE
2022-09-26,Hungary,Italy,0,2,UEFA Nations League,Budapest,Hungary,FALSE
2022-09-26,Montenegro,Finland,0,2,UEFA Nations League,Podgorica,Montenegro,FALSE
2022-09-26,Romania,Bosnia and Herzegovina,4,1,UEFA Nations League,Bucharest,Romania,FALSE
2022-09-26,Gibraltar,Georgia,1,2,UEFA Nations League,Gibraltar,Gibraltar,FALSE
2022-09-26,North Macedonia,Bulgaria,0,1,UEFA Nations League,Skopje,North Macedonia,FALSE
2022-09-26,San Marino,Estonia,0,4,UEFA Nations League,Serravalle,San Marino,FALSE
2022-09-27,Fiji,Papua New Guinea,0,1,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
2022-09-27,Algeria,Nigeria,2,1,Friendly,Oran,Algeria,FALSE
2022-09-27,Argentina,Jamaica,3,0,Friendly,Harrison,United States,TRUE
2022-09-27,Bahrain,Panama,0,2,Friendly,Riffa,Bahrain,FALSE
2022-09-27,Brazil,Tunisia,5,1,Friendly,Paris,France,TRUE
2022-09-27,Brunei,Laos,1,0,Friendly,Bandar Seri Begawan,Brunei,TRUE
2022-09-27,Burkina Faso,Comoros,2,1,Friendly,Casablanca,Morocco,TRUE
2022-09-27,Canada,Uruguay,0,2,Friendly,Bratislava,Slovakia,TRUE
2022-09-27,DR Congo,Sierra Leone,3,0,Friendly,Casablanca,Morocco,TRUE
2022-09-27,Costa Rica,Uzbekistan,2,1,Friendly,Suwon,South Korea,TRUE
2022-09-27,Ecuador,Japan,0,0,Kirin Challenge Cup,Düsseldorf,Germany,TRUE
2022-09-27,Egypt,Liberia,3,0,Friendly,Alexandria,Egypt,FALSE
2022-09-27,Equatorial Guinea,Togo,2,2,Friendly,Casablanca,Morocco,TRUE
2022-09-27,Ghana,Nicaragua,1,0,Friendly,Lorca,Spain,TRUE
2022-09-27,Honduras,Guatemala,2,1,Friendly,Houston,United States,TRUE
2022-09-27,Indonesia,Curaçao,2,1,Friendly,Cibinong,Indonesia,FALSE
2022-09-27,Iran,Senegal,1,1,Friendly,Maria Enzersdorf,Austria,TRUE
2022-09-27,Ivory Coast,Guinea,3,1,Friendly,Amiens,France,TRUE
2022-09-27,South Korea,Cameroon,1,0,Friendly,Seoul,South Korea,FALSE
2022-09-27,Libya,Tanzania,2,1,Friendly,Benghazi,Libya,FALSE
2022-09-27,Madagascar,Benin,3,1,Friendly,Mohammedia,Morocco,TRUE
2022-09-27,Malta,Israel,2,1,Friendly,Ta' Qali,Malta,FALSE
2022-09-27,Mauritania,Congo,2,0,Friendly,Mohammedia,Morocco,TRUE
2022-09-27,Mexico,Colombia,2,3,Friendly,Santa Clara,United States,TRUE
2022-09-27,Nepal,Bangladesh,3,1,Friendly,Kathmandu,Nepal,FALSE
2022-09-27,Paraguay,Morocco,0,0,Friendly,Seville,Spain,TRUE
2022-09-27,Peru,El Salvador,4,1,Friendly,Washington,United States,TRUE
2022-09-27,Qatar,Chile,2,2,Friendly,Vienna,Austria,TRUE
2022-09-27,Saudi Arabia,United States,0,0,Friendly,Murcia,Spain,TRUE
2022-09-27,South Africa,Botswana,1,0,Friendly,Johannesburg,South Africa,FALSE
2022-09-27,United Arab Emirates,Venezuela,0,4,Friendly,Wiener Neustadt,Austria,TRUE
2022-09-27,Vietnam,India,3,0,Friendly,Ho Chi Minh City,Vietnam,FALSE
2022-09-27,Portugal,Spain,0,1,UEFA Nations League,Braga,Portugal,FALSE
2022-09-27,Switzerland,Czech Republic,2,1,UEFA Nations League,St. Gallen,Switzerland,FALSE
2022-09-27,Republic of Ireland,Armenia,3,2,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2022-09-27,Ukraine,Scotland,0,0,UEFA Nations League,Kraków,Poland,TRUE
2022-09-27,Albania,Iceland,1,1,UEFA Nations League,Tirana,Albania,FALSE
2022-09-27,Norway,Serbia,0,2,UEFA Nations League,Oslo,Norway,FALSE
2022-09-27,Sweden,Slovenia,1,1,UEFA Nations League,Stockholm,Sweden,FALSE
2022-09-27,Kosovo,Cyprus,5,1,UEFA Nations League,Pristina,Kosovo,FALSE
2022-09-27,Greece,Northern Ireland,3,1,UEFA Nations League,Athens,Greece,FALSE
2022-09-30,Fiji,Solomon Islands,1,0,MSG Prime Minister's Cup,Luganville,Vanuatu,TRUE
2022-10-01,Saint Vincent and the Grenadines,Grenada,1,5,Friendly,Kingstown,Saint Vincent and the Grenadines,FALSE
2022-10-22,Saudi Arabia,North Macedonia,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-10-23,Qatar,Guatemala,2,0,Friendly,Málaga,Spain,TRUE
2022-10-26,Saudi Arabia,Albania,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-10-27,Qatar,Honduras,1,0,Friendly,Marbella,Spain,TRUE
2022-10-30,Saudi Arabia,Honduras,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-11-05,Brunei,Timor-Leste,6,2,AFF Championship qualification,Bandar Seri Begawan,Brunei,FALSE
2022-11-06,Saudi Arabia,Iceland,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-11-07,Qatar,Panama,2,1,Friendly,Marbella,Spain,TRUE
2022-11-08,Brunei,Timor-Leste,0,1,AFF Championship qualification,Bandar Seri Begawan,Brunei,FALSE
2022-11-09,Albania,Qatar,0,1,Friendly,Marbella,Spain,TRUE
2022-11-09,Cameroon,Jamaica,1,1,Friendly,Yaoundé,Cameroon,FALSE
2022-11-09,Costa Rica,Nigeria,2,0,Friendly,San José,Costa Rica,FALSE
2022-11-09,Mexico,Iraq,4,0,Friendly,Girona,Spain,TRUE
2022-11-10,Iran,Nicaragua,1,0,Friendly,Tehran,Iran,FALSE
2022-11-10,Saudi Arabia,Panama,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-11-11,Bahrain,Canada,2,2,Friendly,Isa Town,Bahrain,FALSE
2022-11-11,South Korea,Iceland,1,0,Friendly,Hwaseong,South Korea,FALSE
2022-11-12,Iraq,Ecuador,0,0,Friendly,Madrid,Spain,TRUE
2022-11-13,Syria,Algeria,0,1,Friendly,Sharjah,United Arab Emirates,TRUE
2022-11-13,West Papua,Raetia,1,1,Friendly,The Hague,Netherlands,TRUE
2022-11-15,Venezuela,Panama,2,2,Friendly,Al Hamriyah,United Arab Emirates,TRUE
2022-11-16,Albania,Italy,1,3,Friendly,Tirana,Albania,FALSE
2022-11-16,Algeria,Mali,1,1,Friendly,Oran,Algeria,FALSE
2022-11-16,Andorra,Austria,0,1,Friendly,Málaga,Spain,TRUE
2022-11-16,Cyprus,Bulgaria,0,2,Friendly,Larnaca,Cyprus,FALSE
2022-11-16,Czech Republic,Faroe Islands,5,0,Friendly,Olomouc,Czech Republic,FALSE
2022-11-16,Dominican Republic,Cuba,2,4,Friendly,Santiago de los Caballeros,Dominican Republic,FALSE
2022-11-16,Gibraltar,Liechtenstein,2,0,Friendly,Gibraltar,Gibraltar,FALSE
2022-11-16,Iran,Tunisia,0,2,Friendly,Doha,Qatar,TRUE
2022-11-16,Ivory Coast,Burundi,4,0,Friendly,Marrakech,Morocco,TRUE
2022-11-16,Kosovo,Armenia,2,2,Friendly,Pristina,Kosovo,FALSE
2022-11-16,Mexico,Sweden,1,2,Friendly,Girona,Spain,TRUE
2022-11-16,Moldova,Azerbaijan,1,2,Friendly,Chișinău,Moldova,FALSE
2022-11-16,Nepal,Pakistan,1,0,Friendly,Kathmandu,Nepal,FALSE
2022-11-16,Nicaragua,El Salvador,1,0,Friendly,Managua,Nicaragua,FALSE
2022-11-16,Oman,Germany,0,1,Friendly,Muscat,Oman,FALSE
2022-11-16,Peru,Paraguay,1,0,Friendly,Lima,Peru,FALSE
2022-11-16,Poland,Chile,1,0,Friendly,Warsaw,Poland,FALSE
2022-11-16,Saudi Arabia,Croatia,0,1,Friendly,Riyadh,Saudi Arabia,FALSE
2022-11-16,Turkey,Scotland,2,1,Friendly,Diyarbakir,Turkey,FALSE
2022-11-16,United Arab Emirates,Argentina,0,5,Friendly,Abu Dhabi,United Arab Emirates,FALSE
2022-11-16,Uzbekistan,Kazakhstan,2,0,Friendly,Tashkent,Uzbekistan,FALSE
2022-11-16,Lithuania,Iceland,0,0,Baltic Cup,Kaunas,Lithuania,FALSE
2022-11-16,Latvia,Estonia,1,1,Baltic Cup,Riga,Latvia,FALSE
2022-11-17,Angola,Botswana,1,0,Friendly,Soweto,South Africa,TRUE
2022-11-17,Gabon,Guinea-Bissau,3,1,Friendly,Antalya,Turkey,TRUE
2022-11-17,Israel,Zambia,4,2,Friendly,Petah Tikva,Israel,FALSE
2022-11-17,Japan,Canada,1,2,Friendly,Dubai,United Arab Emirates,TRUE
2022-11-17,Jordan,Spain,1,3,Friendly,Amman,Jordan,FALSE
2022-11-17,Luxembourg,Hungary,2,2,Friendly,Luxembourg,Luxembourg,FALSE
2022-11-17,Malta,Greece,2,2,Friendly,Ta' Qali,Malta,FALSE
2022-11-17,Montenegro,Slovakia,2,2,Friendly,Podgorica,Montenegro,FALSE
2022-11-17,Morocco,Georgia,3,0,Friendly,Sharjah,United Arab Emirates,TRUE
2022-11-17,Niger,Libya,2,3,Friendly,Antalya,Turkey,TRUE
2022-11-17,North Macedonia,Finland,1,1,Friendly,Skopje,North Macedonia,FALSE
2022-11-17,Portugal,Nigeria,4,0,Friendly,Lisbon,Portugal,FALSE
2022-11-17,Republic of Ireland,Norway,1,2,Friendly,Dublin,Republic of Ireland,FALSE
2022-11-17,Romania,Slovenia,1,2,Friendly,Cluj-Napoca,Romania,FALSE
2022-11-17,Rwanda,Sudan,0,0,Friendly,Kigali,Rwanda,FALSE
2022-11-17,South Africa,Mozambique,2,1,Friendly,Mbombela,South Africa,FALSE
2022-11-17,Saint Lucia,San Marino,1,1,Friendly,Gros Islet,Saint Lucia,FALSE
2022-11-17,Switzerland,Ghana,0,2,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-11-17,Syria,Belarus,0,1,Friendly,Dubai,United Arab Emirates,TRUE
2022-11-17,Tajikistan,Russia,0,0,Friendly,Dushanbe,Tajikistan,FALSE
2022-11-18,Bahrain,Serbia,1,5,Friendly,Arad,Bahrain,FALSE
2022-11-18,Cameroon,Panama,1,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2022-11-18,Dominican Republic,Cuba,1,1,Friendly,San Cristóbal,Dominican Republic,FALSE
2022-11-18,Egypt,Belgium,2,1,Friendly,Kuwait City,Kuwait,TRUE
2022-11-19,Albania,Armenia,2,0,Friendly,Tirana,Albania,FALSE
2022-11-19,Colombia,Paraguay,2,0,Friendly,Fort Lauderdale,United States,TRUE
2022-11-19,Gibraltar,Andorra,1,0,Friendly,Gibraltar,Gibraltar,FALSE
2022-11-19,Guatemala,Nicaragua,3,1,Friendly,Carson,United States,TRUE
2022-11-19,Ivory Coast,Burkina Faso,1,2,Friendly,Marrakech,Morocco,TRUE
2022-11-19,Kosovo,Faroe Islands,1,1,Friendly,Pristina,Kosovo,FALSE
2022-11-19,Kuwait,Lebanon,2,0,Friendly,Dubai,United Arab Emirates,TRUE
2022-11-19,Peru,Bolivia,1,0,Friendly,Arequipa,Peru,FALSE
2022-11-19,Rwanda,Sudan,1,0,Friendly,Kigali,Rwanda,FALSE
2022-11-19,Sweden,Algeria,2,0,Friendly,Malmö,Sweden,FALSE
2022-11-19,Turkey,Czech Republic,2,1,Friendly,Gaziantep,Turkey,FALSE
2022-11-19,United Arab Emirates,Kazakhstan,2,1,Friendly,Abu Dhabi,United Arab Emirates,FALSE
2022-11-19,Estonia,Lithuania,2,0,Baltic Cup,Tallinn,Estonia,FALSE
2022-11-19,Latvia,Iceland,1,1,Baltic Cup,Riga,Latvia,FALSE
2022-11-20,Austria,Italy,2,0,Friendly,Vienna,Austria,FALSE
2022-11-20,Gambia,Guinea-Bissau,0,0,Friendly,Antalya,Turkey,TRUE
2022-11-20,Hungary,Greece,2,1,Friendly,Budapest,Hungary,FALSE
2022-11-20,Israel,Cyprus,2,3,Friendly,Petah Tikva,Israel,FALSE
2022-11-20,Luxembourg,Bulgaria,0,0,Friendly,Luxembourg,Luxembourg,FALSE
2022-11-20,Malta,Republic of Ireland,0,1,Friendly,Ta' Qali,Malta,FALSE
2022-11-20,Moldova,Romania,0,5,Friendly,Chișinău,Moldova,FALSE
2022-11-20,Niger,Gabon,1,3,Friendly,Antalya,Turkey,TRUE
2022-11-20,North Macedonia,Azerbaijan,1,3,Friendly,Skopje,North Macedonia,FALSE
2022-11-20,Norway,Finland,1,1,Friendly,Oslo,Norway,FALSE
2022-11-20,Oman,Belarus,2,0,Friendly,Al Ain,United Arab Emirates,TRUE
2022-11-20,Slovakia,Chile,0,0,Friendly,Bratislava,Slovakia,FALSE
2022-11-20,Slovenia,Montenegro,1,0,Friendly,Ljubljana,Slovenia,FALSE
2022-11-20,South Africa,Angola,1,1,Friendly,Mbombela,South Africa,FALSE
2022-11-20,Saint Lucia,San Marino,1,0,Friendly,Gros Islet,Saint Lucia,FALSE
2022-11-20,Syria,Venezuela,1,2,Friendly,Dubai,United Arab Emirates,TRUE
2022-11-20,Uzbekistan,Russia,0,0,Friendly,Tashkent,Uzbekistan,FALSE
2022-11-20,Qatar,Ecuador,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
2022-11-21,Senegal,Netherlands,0,2,FIFA World Cup,Doha,Qatar,TRUE
2022-11-21,England,Iran,6,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-21,United States,Wales,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-22,Argentina,Saudi Arabia,1,2,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-22,Mexico,Poland,0,0,FIFA World Cup,Doha,Qatar,TRUE
2022-11-22,Denmark,Tunisia,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-22,France,Australia,4,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-23,Germany,Japan,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-23,Spain,Costa Rica,7,0,FIFA World Cup,Doha,Qatar,TRUE
2022-11-23,Morocco,Croatia,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-23,Belgium,Canada,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-24,Switzerland,Cameroon,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-24,Brazil,Serbia,2,0,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-24,Uruguay,South Korea,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-24,Portugal,Ghana,3,2,FIFA World Cup,Doha,Qatar,TRUE
2022-11-25,Qatar,Senegal,1,3,FIFA World Cup,Doha,Qatar,FALSE
2022-11-25,Netherlands,Ecuador,1,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-25,Wales,Iran,0,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-25,England,United States,0,0,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-26,Poland,Saudi Arabia,2,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-26,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-26,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,TRUE
2022-11-27,Japan,Costa Rica,0,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-27,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,TRUE
2022-11-27,Belgium,Morocco,0,2,FIFA World Cup,Doha,Qatar,TRUE
2022-11-27,Croatia,Canada,4,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-28,Cameroon,Serbia,3,3,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-28,Brazil,Switzerland,1,0,FIFA World Cup,Doha,Qatar,TRUE
2022-11-28,South Korea,Ghana,2,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-28,Portugal,Uruguay,2,0,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-29,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-29,Qatar,Netherlands,0,2,FIFA World Cup,Al Khor,Qatar,FALSE
2022-11-29,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-11-29,Iran,United States,0,1,FIFA World Cup,Doha,Qatar,TRUE
2022-11-30,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,TRUE
2022-11-30,Saudi Arabia,Mexico,1,2,FIFA World Cup,Lusail,Qatar,TRUE
2022-11-30,Australia,Denmark,1,0,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-11-30,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Costa Rica,Germany,2,4,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-01,Croatia,Belgium,0,0,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-01,Canada,Morocco,1,2,FIFA World Cup,Doha,Qatar,TRUE
2022-12-02,Serbia,Switzerland,2,3,FIFA World Cup,Doha,Qatar,TRUE
2022-12-02,Cameroon,Brazil,1,0,FIFA World Cup,Lusail,Qatar,TRUE
